company,environment_rating,environment_percentage,Country,Sales,Profits,Assets,Market Value,posts_per_year,is_video_x,is_sponsored_x,caption,video_view_count,video_length_x,likes_x,comments_x,caption_num_words_x,caption_unique_words_x,mention_counts_x,hashtag_counts_x,emoji_counts_x,mentions_eco,mentions_eco-friendly,mentions_green,mentions_organic,mentions_clean,mentions_sustainable,mentions_sustainability,mentions_carbon,mentions_emissions,hashtags_eco,hashtags_eco-friendly,hashtags_green,hashtags_organic,hashtags_clean,hashtags_sustainable,hashtags_sustainability,hashtags_carbon,hashtags_emissions,caption_eco,caption_eco-friendly,caption_green,caption_organic,caption_clean,caption_sustainable,caption_sustainability,caption_carbon,caption_emissions,likely_automated,has_location,is_video_0,is_video_1,is_sponsored_0,is_sponsored_1,video_length_0,video_length_1,likes_0,likes_1,comments_0,comments_1,caption_num_words_0,caption_num_words_1,caption_unique_words_0,caption_unique_words_1,mention_counts_0,mention_counts_1,hashtag_counts_0,hashtag_counts_1,emoji_counts_0,emoji_counts_1,is_video_y,is_video_y,is_sponsored_y,is_sponsored_y,video_length_y,video_length_y,likes_y,likes_y,comments_y,comments_y,caption_num_words_y,caption_num_words_y,caption_unique_words_y,caption_unique_words_y,mention_counts_y,mention_counts_y,hashtag_counts_y,hashtag_counts_y,emoji_counts_y,emoji_counts_y,is_video_green_diff,is_sponsored_green_diff,video_length_green_diff,likes_green_diff,comments_green_diff,caption_num_words_green_diff,caption_unique_words_green_diff,mention_counts_green_diff,hashtag_counts_green_diff,emoji_counts_green_diff,posts_per_day,captions_per_year
China State Construction Engineering,51.0,49.0,China,2029.88,60.611,2923.15,306.54,152,0.23026315789473684,0.0,152,1070.296052631579,39.90513815789475,1219.8486842105262,1.6907894736842106,90.65789473684211,68.63157894736842,1.013157894736842,5.427631578947368,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.07894736842105263,0.0,0.006578947368421052,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.16447368421052633,0.0,0.019736842105263157,0.006578947368421052,0.0,0.006578947368421052,0.0,0.02631578947368421,0.0,0.22,0.25,0.0,0.0,30.625030000000002,57.75149999999999,1291.81,1081.4615384615386,2.05,1.0,83.65,104.13461538461539,63.69,78.13461538461539,1.02,1.0,5.26,5.75,0.86,1.1923076923076923,0.22,0.25,0.0,0.0,30.625030000000002,57.75149999999999,1291.81,1081.4615384615386,2.05,1.0,83.65,104.13461538461539,63.69,78.13461538461539,1.02,1.0,5.26,5.75,0.86,1.1923076923076923,0.03,0.0,27.12646999999999,-210.34846153846138,-1.0499999999999998,20.48461538461538,14.444615384615389,-0.020000000000000018,0.4900000000000002,0.3323076923076923,0.44837758112094395,1.0
Cigna,70.0,90.0,United States,1545.21,49.17,1570.32,728.14,137,0.7518248175182481,0.0,137,346.3868613138686,78.742102189781,70.4963503649635,2.8394160583941606,37.54744525547445,33.394160583941606,1.102189781021898,1.781021897810219,0.014598540145985401,0.06569343065693431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0948905109489051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014598540145985401,0.11678832116788321,0.7786885245901639,0.5333333333333333,0.0,0.0,82.42805737704911,48.763,69.47540983606558,78.8,2.9344262295081966,2.066666666666667,37.69672131147541,36.333333333333336,33.58196721311475,31.866666666666667,1.1147540983606556,1.0,1.7295081967213115,2.2,0.00819672131147541,0.06666666666666667,0.7786885245901639,0.5333333333333333,0.0,0.0,82.42805737704911,48.763,69.47540983606558,78.8,2.9344262295081966,2.066666666666667,37.69672131147541,36.333333333333336,33.58196721311475,31.866666666666667,1.1147540983606556,1.0,1.7295081967213115,2.2,0.00819672131147541,0.06666666666666667,-0.24535519125683058,0.0,-33.665057377049116,9.324590163934417,-0.8677595628415298,-1.3633879781420717,-1.7153005464480842,-0.11475409836065564,0.47049180327868867,0.058469945355191254,0.40412979351032446,1.0
Clorox,51.0,49.0,United States,61.33,8.16,54.59,233.24,11,0.45454545454545453,0.0,11,4560.0,3.9664545454545457,624.8181818181819,108.63636363636364,27.363636363636363,23.0,1.1818181818181819,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,,0.0,,3.9664545454545457,,624.8181818181819,,108.63636363636364,,27.363636363636363,,23.0,,1.1818181818181819,,1.0,,0.36363636363636365,,0.45454545454545453,,0.0,,3.9664545454545457,,624.8181818181819,,108.63636363636364,,27.363636363636363,,23.0,,1.1818181818181819,,1.0,,0.36363636363636365,,,,,,,,,,,,0.032448377581120944,1.0
Cognizant,63.0,79.0,United States,167.83,18.42,162.04,318.32,266,0.16165413533834586,0.0,266,709.7330827067669,5.756078947368418,1059.3721804511279,4.12406015037594,36.20676691729323,34.19172932330827,1.0263157894736843,15.097744360902256,0.868421052631579,0.0037593984962406013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984962406015038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7443609022556391,0.0,0.015037593984962405,0.0,0.0037593984962406013,0.011278195488721804,0.0,0.0,0.0,0.011278195488721804,0.007518796992481203,0.19117647058823528,0.15151515151515152,0.0,0.0,13.04745588235294,3.2519696969696974,1068.7058823529412,1056.1666666666667,4.073529411764706,4.141414141414141,38.63235294117647,35.37373737373738,35.88235294117647,33.611111111111114,1.0,1.0353535353535352,12.176470588235293,16.1010101010101,0.7352941176470589,0.9141414141414141,0.19117647058823528,0.15151515151515152,0.0,0.0,13.04745588235294,3.2519696969696974,1068.7058823529412,1056.1666666666667,4.073529411764706,4.141414141414141,38.63235294117647,35.37373737373738,35.88235294117647,33.611111111111114,1.0,1.0353535353535352,12.176470588235293,16.1010101010101,0.7352941176470589,0.9141414141414141,-0.03966131907308376,0.0,-9.795486185383243,-12.539215686274474,0.06788472964943537,-3.2586155674390938,-2.2712418300653567,0.03535353535353525,3.924539512774807,0.17884729649435527,0.7846607669616519,1.0
Colgate-Palmolive,72.0,93.0,United States,156.93,23.67,150.34,602.53,220,0.6227272727272727,0.0,220,496.73636363636365,10.606386363636354,179.97272727272727,2.140909090909091,36.63636363636363,33.45909090909091,1.1,2.581818181818182,0.04090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22272727272727272,0.0,0.004545454545454545,0.0,0.004545454545454545,0.05909090909090909,0.12727272727272726,0.0,0.0,0.11363636363636363,0.0,0.004545454545454545,0.0,0.05,0.09090909090909091,0.11363636363636363,0.004545454545454545,0.0,0.004545454545454545,0.0,0.6424242424242425,0.5636363636363636,0.0,0.0,11.277430303030298,8.593254545454547,175.98181818181817,191.94545454545454,2.1636363636363636,2.0727272727272728,36.14545454545455,38.10909090909091,32.92727272727273,35.054545454545455,1.1090909090909091,1.0727272727272728,2.4545454545454546,2.963636363636364,0.048484848484848485,0.01818181818181818,0.6424242424242425,0.5636363636363636,0.0,0.0,11.277430303030298,8.593254545454547,175.98181818181817,191.94545454545454,2.1636363636363636,2.0727272727272728,36.14545454545455,38.10909090909091,32.92727272727273,35.054545454545455,1.1090909090909091,1.0727272727272728,2.4545454545454546,2.963636363636364,0.048484848484848485,0.01818181818181818,-0.07878787878787885,0.0,-2.684175757575751,15.963636363636368,-0.09090909090909083,1.9636363636363612,2.127272727272725,-0.036363636363636376,0.5090909090909093,-0.030303030303030304,0.6489675516224189,1.0
Comcast,65.0,82.0,United States,1086.92,116.51,2624.21,1717.49,91,0.45054945054945056,0.0,91,276.1758241758242,11.156791208791208,115.03296703296704,0.0,36.46153846153846,32.23076923076923,1.3296703296703296,1.2087912087912087,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06593406593406594,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.01098901098901099,0.04395604395604396,0.0,0.425,0.6363636363636364,0.0,0.0,10.207249999999998,18.06254545454545,118.5625,89.36363636363636,0.0,0.0,36.1375,38.81818181818182,32.1375,32.90909090909091,1.3375,1.2727272727272727,1.2125,1.1818181818181819,0.0125,0.0,0.425,0.6363636363636364,0.0,0.0,10.207249999999998,18.06254545454545,118.5625,89.36363636363636,0.0,0.0,36.1375,38.81818181818182,32.1375,32.90909090909091,1.3375,1.2727272727272727,1.2125,1.1818181818181819,0.0125,0.0,0.21136363636363636,0.0,7.855295454545452,-29.19886363636364,0.0,2.6806818181818173,0.7715909090909037,-0.0647727272727272,-0.030681818181818032,-0.0125,0.26843657817109146,1.0
Commerzbank,72.0,94.0,Germany,145.24,7.2189999999999985,5204.31,46.28,127,0.3543307086614173,0.0,127,1186.1889763779527,11.031346456692914,350.8582677165354,11.858267716535433,35.354330708661415,34.29133858267716,1.0551181102362204,10.48031496062992,2.047244094488189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023622047244094488,0.0,0.0,0.0,0.0,0.007874015748031496,0.031496062992125984,0.0,0.0,0.007874015748031496,0.0,0.023622047244094488,0.0,0.0,0.007874015748031496,0.031496062992125984,0.0,0.0,0.007874015748031496,0.023622047244094488,0.3416666666666667,0.5714285714285714,0.0,0.0,10.660766666666666,17.384142857142855,352.825,317.14285714285717,12.008333333333333,9.285714285714286,35.3,36.285714285714285,34.3,34.142857142857146,1.0583333333333333,1.0,10.408333333333333,11.714285714285714,2.0166666666666666,2.5714285714285716,0.3416666666666667,0.5714285714285714,0.0,0.0,10.660766666666666,17.384142857142855,352.825,317.14285714285717,12.008333333333333,9.285714285714286,35.3,36.285714285714285,34.3,34.142857142857146,1.0583333333333333,1.0,10.408333333333333,11.714285714285714,2.0166666666666666,2.5714285714285716,0.22976190476190472,0.0,6.7233761904761895,-35.68214285714282,-2.7226190476190464,0.9857142857142875,-0.15714285714285126,-0.05833333333333335,1.3059523809523803,0.554761904761905,0.3746312684365782,1.0
ConocoPhillips,59.0,70.0,United States,294.53,36.17,650.33,453.36,102,0.12745098039215685,0.0,102,139.1764705882353,7.375686274509803,267.44117647058823,4.029411764705882,71.0,58.35294117647059,1.3235294117647058,6.254901960784314,0.058823529411764705,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.00980392156862745,0.058823529411764705,0.0,0.0,0.2647058823529412,0.0,0.0,0.00980392156862745,0.0392156862745098,0.049019607843137254,0.17647058823529413,0.00980392156862745,0.058823529411764705,0.0196078431372549,0.00980392156862745,0.15,0.09523809523809523,0.0,0.0,5.306983333333333,10.33097619047619,277.71666666666664,252.76190476190476,4.383333333333334,3.5238095238095237,64.88333333333334,79.73809523809524,53.96666666666667,64.61904761904762,1.1833333333333333,1.5238095238095237,5.866666666666666,6.809523809523809,0.08333333333333333,0.023809523809523808,0.15,0.09523809523809523,0.0,0.0,5.306983333333333,10.33097619047619,277.71666666666664,252.76190476190476,4.383333333333334,3.5238095238095237,64.88333333333334,79.73809523809524,53.96666666666667,64.61904761904762,1.1833333333333333,1.5238095238095237,5.866666666666666,6.809523809523809,0.08333333333333333,0.023809523809523808,-0.05476190476190476,0.0,5.023992857142856,-24.95476190476188,-0.85952380952381,14.8547619047619,10.652380952380952,0.3404761904761904,0.9428571428571431,-0.05952380952380952,0.3008849557522124,1.0
Continental,66.0,85.0,Germany,497.82,-13.711,493.7,169.12,298,0.15100671140939598,0.0,298,477.5973154362416,23.27444966442953,845.0872483221476,6.815436241610739,36.86577181208054,33.81879194630873,1.8926174496644295,9.86241610738255,1.7919463087248322,0.003355704697986577,0.0,0.0436241610738255,0.0,0.0,0.0,0.0,0.003355704697986577,0.0,0.13758389261744966,0.0,0.006711409395973154,0.0,0.0,0.0,0.0,0.016778523489932886,0.0,0.12751677852348994,0.0,0.053691275167785234,0.0,0.006711409395973154,0.0,0.0,0.020134228187919462,0.0,0.026845637583892617,0.003355704697986577,0.1625,0.10344827586206896,0.0,0.0,26.292304166666668,10.786775862068966,806.4166666666666,1005.1034482758621,6.541666666666667,7.948275862068965,35.4625,42.672413793103445,32.57083333333333,38.98275862068966,1.8208333333333333,2.189655172413793,9.320833333333333,12.10344827586207,1.7541666666666667,1.9482758620689655,0.1625,0.10344827586206896,0.0,0.0,26.292304166666668,10.786775862068966,806.4166666666666,1005.1034482758621,6.541666666666667,7.948275862068965,35.4625,42.672413793103445,32.57083333333333,38.98275862068966,1.8208333333333333,2.189655172413793,9.320833333333333,12.10344827586207,1.7541666666666667,1.9482758620689655,-0.05905172413793104,0.0,-15.505528304597702,198.68678160919546,1.4066091954022983,7.209913793103446,6.4119252873563255,0.36882183908045985,2.7826149425287365,0.19410919540229887,0.8790560471976401,1.0
Copart,47.0,37.0,United States,22.25,7.331,30.49,187.22,383,0.08093994778067885,0.0,383,677.378590078329,3.327245430809399,883.4125326370757,15.352480417754569,40.34986945169713,37.21409921671018,1.010443864229765,1.4934725848563968,0.8224543080939948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005221932114882507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06005221932114883,0.0026109660574412533,0.0026109660574412533,0.0,0.06527415143603134,0.0,0.0,0.005221932114882507,0.0,0.015665796344647518,0.24804177545691905,0.07575757575757576,0.11320754716981132,0.0,0.0,2.8713787878787875,6.165660377358491,902.8151515151516,762.6037735849056,16.196969696969695,10.09433962264151,39.63636363636363,44.79245283018868,36.71515151515152,40.320754716981135,1.0121212121212122,1.0,1.4454545454545455,1.7924528301886793,0.8454545454545455,0.6792452830188679,0.07575757575757576,0.11320754716981132,0.0,0.0,2.8713787878787875,6.165660377358491,902.8151515151516,762.6037735849056,16.196969696969695,10.09433962264151,39.63636363636363,44.79245283018868,36.71515151515152,40.320754716981135,1.0121212121212122,1.0,1.4454545454545455,1.7924528301886793,0.8454545454545455,0.6792452830188679,0.037449971412235564,0.0,3.2942815894797035,-140.21137793024593,-6.102630074328186,5.156089193825046,3.6056032018296165,-0.0121212121212122,0.34699828473413374,-0.16620926243567757,1.1297935103244838,1.0
Corteva,57.0,63.0,United States,167.38,-10.38,423.97,196.24,61,0.7377049180327869,0.0,60,5953.803278688524,22.399262295081964,300.4918032786885,3.918032786885246,32.14754098360656,28.34426229508197,1.0163934426229508,1.1639344262295082,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.016666666666666666,0.05,0.0,0.016666666666666666,0.01639344262295082,0.06557377049180328,0.8,0.45454545454545453,0.0,0.0,25.475119999999997,8.418090909090909,313.6,240.9090909090909,4.24,2.4545454545454546,30.82,38.18181818181818,27.0,34.45454545454545,1.02,1.0,1.2,1.0,0.02040816326530612,0.0,0.8,0.45454545454545453,0.0,0.0,25.475119999999997,8.418090909090909,313.6,240.9090909090909,4.24,2.4545454545454546,30.82,38.18181818181818,27.0,34.45454545454545,1.02,1.0,1.2,1.0,0.02040816326530612,0.0,-0.3454545454545455,0.0,-17.05702909090909,-72.69090909090912,-1.7854545454545456,7.36181818181818,7.454545454545453,-0.020000000000000018,-0.19999999999999996,-0.02040816326530612,0.17994100294985252,0.9836065573770492
Costco Wholesale,62.0,77.0,United States,1583.5,37.78,487.82,1337.99,119,0.3025210084033613,0.0,119,15543.714285714286,6.234932773109244,2729.873949579832,177.47058823529412,16.840336134453782,15.815126050420169,1.0,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025210084033613446,0.0,0.01680672268907563,0.01680672268907563,0.0,0.0,0.0,0.0,0.0,0.05042016806722689,0.0,0.3177570093457944,0.16666666666666666,0.0,0.0,6.376607476635514,4.971666666666667,2770.392523364486,2368.5833333333335,178.57009345794393,167.66666666666666,17.018691588785046,15.25,15.91588785046729,14.916666666666666,1.0,1.0,1.0,1.0,0.5233644859813084,1.0,0.3177570093457944,0.16666666666666666,0.0,0.0,6.376607476635514,4.971666666666667,2770.392523364486,2368.5833333333335,178.57009345794393,167.66666666666666,17.018691588785046,15.25,15.91588785046729,14.916666666666666,1.0,1.0,1.0,1.0,0.5233644859813084,1.0,-0.15109034267912771,0.0,-1.4049408099688474,-401.8091900311524,-10.903426791277269,-1.768691588785046,-0.9992211838006231,0.0,0.0,0.47663551401869164,0.35103244837758113,1.0
Couche Tard,55.0,57.0,Canada,575.39,20.683000000000003,248.39,311.15,82,0.8048780487804879,0.0,82,2730.6463414634145,7.831,56.08536585365854,15.21951219512195,27.79268292682927,25.378048780487806,1.1829268292682926,1.2073170731707317,1.2560975609756098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036585365853658534,0.0,0.8133333333333334,0.7142857142857143,0.0,0.0,7.60192,10.28542857142857,53.17333333333333,87.28571428571429,15.866666666666667,8.285714285714286,26.76,38.857142857142854,24.56,34.142857142857146,1.2,1.0,1.2,1.2857142857142858,1.1733333333333333,2.142857142857143,0.8133333333333334,0.7142857142857143,0.0,0.0,7.60192,10.28542857142857,53.17333333333333,87.28571428571429,15.866666666666667,8.285714285714286,26.76,38.857142857142854,24.56,34.142857142857146,1.2,1.0,1.2,1.2857142857142858,1.1733333333333333,2.142857142857143,-0.09904761904761905,0.0,2.68350857142857,34.11238095238096,-7.580952380952381,12.097142857142853,9.582857142857147,-0.19999999999999996,0.08571428571428585,0.9695238095238095,0.24188790560471976,1.0
Cummins,71.0,92.0,United States,225.78,21.08,200.76,241.2,64,0.328125,0.0,64,2288.6875,22.418875000000003,1892.359375,17.109375,55.421875,47.171875,1.25,3.484375,0.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.015625,0.015625,0.046875,0.0,0.03125,0.140625,0.3333333333333333,0.3,0.0,0.0,24.285962962962966,12.3366,2000.6296296296296,1307.7,18.48148148148148,9.7,55.111111111111114,57.1,47.074074074074076,47.7,1.2407407407407407,1.3,3.5555555555555554,3.1,0.3888888888888889,0.5,0.3333333333333333,0.3,0.0,0.0,24.285962962962966,12.3366,2000.6296296296296,1307.7,18.48148148148148,9.7,55.111111111111114,57.1,47.074074074074076,47.7,1.2407407407407407,1.3,3.5555555555555554,3.1,0.3888888888888889,0.5,-0.033333333333333326,0.0,-11.949362962962965,-692.9296296296295,-8.781481481481482,1.9888888888888872,0.6259259259259267,0.059259259259259345,-0.45555555555555527,0.1111111111111111,0.1887905604719764,1.0
D.R. Horton,46.0,33.0,United States,184.66,18.941,171.3,171.66,150,0.006666666666666667,0.0,150,5.246666666666667,0.16555333333333336,437.17333333333335,12.026666666666667,33.61333333333334,32.54666666666667,1.0,15.98,0.4533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.6733333333333333,0.0,0.006666666666666667,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.6733333333333333,0.014285714285714285,0.0,0.0,0.0,0.3547571428571429,0.0,527.9285714285714,357.7625,17.9,6.8875,29.485714285714284,37.225,27.814285714285713,36.6875,1.0,1.0,7.671428571428572,23.25,0.5142857142857142,0.4,0.014285714285714285,0.0,0.0,0.0,0.3547571428571429,0.0,527.9285714285714,357.7625,17.9,6.8875,29.485714285714284,37.225,27.814285714285713,36.6875,1.0,1.0,7.671428571428572,23.25,0.5142857142857142,0.4,-0.014285714285714285,0.0,-0.3547571428571429,-170.16607142857146,-11.0125,7.739285714285717,8.873214285714287,0.0,15.57857142857143,-0.11428571428571421,0.4424778761061947,1.0
DISH Network,49.0,41.0,United States,128.08,13.995,336.21,130.84,97,0.6597938144329897,0.0,97,267.2061855670103,8.725958762886602,37.09278350515464,17.8659793814433,21.030927835051546,19.608247422680414,2.0927835051546393,1.0103092783505154,0.05154639175257732,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061855670103092786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6373626373626373,1.0,0.0,0.0,8.31193406593407,15.005333333333333,37.35164835164835,33.166666666666664,17.043956043956044,30.333333333333332,20.846153846153847,23.833333333333332,19.439560439560438,22.166666666666668,2.131868131868132,1.5,1.010989010989011,1.0,0.03296703296703297,0.3333333333333333,0.6373626373626373,1.0,0.0,0.0,8.31193406593407,15.005333333333333,37.35164835164835,33.166666666666664,17.043956043956044,30.333333333333332,20.846153846153847,23.833333333333332,19.439560439560438,22.166666666666668,2.131868131868132,1.5,1.010989010989011,1.0,0.03296703296703297,0.3333333333333333,0.3626373626373627,0.0,6.693399267399263,-4.184981684981686,13.289377289377288,2.9871794871794854,2.72710622710623,-0.6318681318681318,-0.01098901098901095,0.30036630036630035,0.2861356932153392,1.0
DP World,59.0,68.0,United Arab Emirates,73.85,11.888,340.63,132.72,88,0.3068181818181818,0.0,88,58390.045454545456,24.944215909090914,1989.3863636363637,10.886363636363637,41.01136363636363,36.47727272727273,1.1477272727272727,2.784090909090909,0.03409090909090909,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,0.0,0.125,0.0,0.0,0.0,0.011363636363636364,0.022727272727272728,0.011363636363636364,0.011363636363636364,0.0,0.0,0.36363636363636365,0.2876712328767123,0.4,0.0,0.0,22.82994520547945,35.23366666666667,2098.6164383561645,1457.8,11.67123287671233,7.066666666666666,39.56164383561644,48.06666666666667,35.24657534246575,42.46666666666667,1.178082191780822,1.0,2.6575342465753424,3.4,0.0273972602739726,0.06666666666666667,0.2876712328767123,0.4,0.0,0.0,22.82994520547945,35.23366666666667,2098.6164383561645,1457.8,11.67123287671233,7.066666666666666,39.56164383561644,48.06666666666667,35.24657534246575,42.46666666666667,1.178082191780822,1.0,2.6575342465753424,3.4,0.0273972602739726,0.06666666666666667,0.11232876712328771,0.0,12.40372146118722,-640.8164383561646,-4.604566210045663,8.505022831050233,7.220091324200915,-0.17808219178082196,0.7424657534246575,0.039269406392694065,0.25958702064896755,1.0
DTE Energy,60.0,70.0,United States,120.37,11.06,432.32,199.82,106,0.09433962264150944,0.0,105,46.93396226415094,4.205490566037736,58.31132075471698,1.490566037735849,42.0,36.31132075471698,1.0188679245283019,2.69811320754717,0.047619047619047616,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.018867924528301886,0.0,0.0,0.018867924528301886,0.009433962264150943,0.0761904761904762,0.0,0.0,0.0,0.0380952380952381,0.009523809523809525,0.009523809523809525,0.06666666666666667,0.02857142857142857,0.0,0.04716981132075472,0.10989010989010989,0.0,0.0,0.0,4.898703296703297,0.0,59.45054945054945,51.4,1.5824175824175823,0.9333333333333333,40.81318681318681,49.2,35.37362637362637,42.0,1.010989010989011,1.0666666666666667,2.857142857142857,1.7333333333333334,0.044444444444444446,0.06666666666666667,0.10989010989010989,0.0,0.0,0.0,4.898703296703297,0.0,59.45054945054945,51.4,1.5824175824175823,0.9333333333333333,40.81318681318681,49.2,35.37362637362637,42.0,1.010989010989011,1.0666666666666667,2.857142857142857,1.7333333333333334,0.044444444444444446,0.06666666666666667,-0.10989010989010989,0.0,-4.898703296703297,-8.050549450549454,-0.649084249084249,8.386813186813193,6.626373626373628,0.0556776556776557,-1.1238095238095238,0.02222222222222222,0.31268436578171094,0.9905660377358491
Dassault Systemes,71.0,93.0,France,44.97,6.885,155.72,377.91,49,0.2653061224489796,0.0,49,1371.1224489795918,16.08573469387755,770.1428571428571,12.020408163265307,94.77551020408163,73.75510204081633,1.3061224489795917,7.224489795918367,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.2631578947368421,0.2727272727272727,0.0,0.0,16.889526315789475,13.309,722.421052631579,935.0,11.447368421052632,14.0,88.28947368421052,117.18181818181819,69.42105263157895,88.72727272727273,1.236842105263158,1.5454545454545454,7.105263157894737,7.636363636363637,0.15789473684210525,0.09090909090909091,0.2631578947368421,0.2727272727272727,0.0,0.0,16.889526315789475,13.309,722.421052631579,935.0,11.447368421052632,14.0,88.28947368421052,117.18181818181819,69.42105263157895,88.72727272727273,1.236842105263158,1.5454545454545454,7.105263157894737,7.636363636363637,0.15789473684210525,0.09090909090909091,0.009569377990430616,0.0,-3.5805263157894753,212.57894736842104,2.552631578947368,28.892344497607667,19.30622009569379,0.30861244019138745,0.5311004784688995,-0.06698564593301434,0.14454277286135694,1.0
Dell Technologies,73.0,95.0,United States,919.28,46.16,1188.61,315.68,88,0.4090909090909091,0.0,88,6620.159090909091,12.467352272727272,6924.238636363636,67.4659090909091,23.5,22.022727272727273,1.0681818181818181,1.5568181818181819,0.9772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,0.0,0.011363636363636364,0.0,0.2159090909090909,0.38823529411764707,1.0,0.0,0.0,12.12934117647059,22.044333333333338,7116.247058823529,1484.0,67.55294117647058,65.0,23.04705882352941,36.333333333333336,21.623529411764707,33.333333333333336,1.0588235294117647,1.3333333333333333,1.5411764705882354,2.0,0.9529411764705882,1.6666666666666667,0.38823529411764707,1.0,0.0,0.0,12.12934117647059,22.044333333333338,7116.247058823529,1484.0,67.55294117647058,65.0,23.04705882352941,36.333333333333336,21.623529411764707,33.333333333333336,1.0588235294117647,1.3333333333333333,1.5411764705882354,2.0,0.9529411764705882,1.6666666666666667,0.611764705882353,0.0,9.914992156862748,-5632.247058823529,-2.5529411764705827,13.286274509803924,11.709803921568628,0.27450980392156854,0.45882352941176463,0.7137254901960786,0.25958702064896755,1.0
