shortcode,username,date_utc,url_thumbnail,url_media,is_video,is_sponsored,hashtags,mentions,caption,video_view_count,video_length,likes,comments,likes+comments,location_name,location_latlong
,,,,,,,,,,,,,,,,
CEHjvlCJVE2,albertsons,8/20/2020 16:38,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/117754144_3531823610218590_2742553061479828922_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=r91QiIHxjp8AX8ythHn&tp=1&oh=099ec06b3a751ca945a8a0aaa32a4d50&oe=5FE5D473,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/117754144_3531823610218590_2742553061479828922_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=r91QiIHxjp8AX8ythHn&tp=1&oh=099ec06b3a751ca945a8a0aaa32a4d50&oe=5FE5D473,no,FALSE,,,"Cool off with these healthy and delicious, Homemade Yogurt Pops! They are sure to satisfy your sweet tooth!",0,0,234,5,239,,
,,,,,,,,,,,,,,,,
CEE3McTJvNR,albertsons,8/19/2020 15:30,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118005855_762036247879466_8518742197174339689_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=7HcD3YXlx-YAX_zPEJm&tp=1&oh=94d07c44c90174a023c1c649e96680c0&oe=5FE7F120,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/118005855_762036247879466_8518742197174339689_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=7HcD3YXlx-YAX_zPEJm&tp=1&oh=94d07c44c90174a023c1c649e96680c0&oe=5FE7F120,no,FALSE,,thestephglover,What are you cooking up this week? Tag us in your food posts and show us your grill skills. Image from @thestephglover,0,0,259,9,268,,
,,,,,,,,,,,,,,,,
CECSZppJ8dF,albertsons,8/18/2020 15:30,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117646409_676617572941108_7952421563682413261_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=hu5dvd6PrNIAX9-8wDc&tp=1&oh=490ae85e30331a7da171453b0ca91ae9&oe=5FE6C516,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117646409_676617572941108_7952421563682413261_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=hu5dvd6PrNIAX9-8wDc&tp=1&oh=490ae85e30331a7da171453b0ca91ae9&oe=5FE6C516,no,FALSE,,,A flank steak salad combines healthy and delicious for the perfect lunch! Drop a comment below and let us know what you’re treating yourself to today :fork_and_knife_with_plate:,0,0,237,4,241,,
,,,,,,,,,,,,,,,,
CEAJSyWpffd,albertsons,8/17/2020 19:32,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117730390_591932784828552_7087326506748065891_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=xLcJt_OWz_UAX_kPeqF&tp=1&oh=cf355364fdc69aa496ff8b66b8071150&oe=5FE80D1C,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117730390_591932784828552_7087326506748065891_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=xLcJt_OWz_UAX_kPeqF&tp=1&oh=cf355364fdc69aa496ff8b66b8071150&oe=5FE80D1C,no,FALSE,,eaturselfskinny,We all scream for ice cream (sandwiches)! We love these oatmeal chocolate chip cookie sandwiches from @eaturselfskinny Mix and match your favorite flavors for a sweet summer treat!,0,0,255,22,277,,
,,,,,,,,,,,,,,,,
CD9AFYppqqa,albertsons,8/16/2020 14:14,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117530681_323663875442538_913472813545623859_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=cAt-502Wp3UAX9xZqql&tp=1&oh=e5116f27b0c1fbb0fef94b66e8e0fdfc&oe=5FE7F7FC,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117530681_323663875442538_913472813545623859_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=cAt-502Wp3UAX9xZqql&tp=1&oh=e5116f27b0c1fbb0fef94b66e8e0fdfc&oe=5FE7F7FC,no,FALSE,,,"As kids start catching buses or logging into class, they need brain food! Check out our story for this pesto turkey pinwheel bento box! :hugging_face:",0,0,287,11,298,,
,,,,,,,,,,,,,,,,
CD6dOssJPE3,albertsons,8/15/2020 14:31,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117632722_342237623620670_9012567857465616025_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=SS7uNJemVWEAX92P-vD&tp=1&oh=25d9db07e0c7f444934c2cdc67671c64&oe=5FE8D2CF,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117632722_342237623620670_9012567857465616025_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=SS7uNJemVWEAX92P-vD&tp=1&oh=25d9db07e0c7f444934c2cdc67671c64&oe=5FE8D2CF,no,FALSE,,fabeveryday,Need ideas for pizza night? Swipe through to see @fabeveryday awesome BBQ Chicken Pizza!,0,0,276,2,278,,
,,,,,,,,,,,,,,,,
CD4A-ofpzfw,albertsons,8/14/2020 15:45,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/117653495_298123927922020_8767249308137907087_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=jAM1eUQzBoYAX9y-92u&tp=1&oh=51284b91d4d5f2cdb53840a9ddac91e4&oe=5FE8D0BD,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/117653495_298123927922020_8767249308137907087_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=jAM1eUQzBoYAX9y-92u&tp=1&oh=51284b91d4d5f2cdb53840a9ddac91e4&oe=5FE8D0BD,no,FALSE,,sugarandsoulco,These apple slice “donut” treats are sure to be a kid favorite! A cream cheese and yogurt spread and colorful toppings on a crunchy apple slice is a healthy version of one of our favorites. Thanks @sugarandsoulco for the idea :doughnut:,0,0,244,2,246,,
,,,,,,,,,,,,,,,,
CD1bk1iJG6A,albertsons,8/13/2020 15:40,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/117331963_327374704978659_616286123690682405_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=QfzIShX9-88AX8YVE_o&tp=1&oh=ba69cd819365f245e3785dc09ca0d094&oe=5FE59DFD,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/117331963_327374704978659_616286123690682405_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=QfzIShX9-88AX8YVE_o&tp=1&oh=ba69cd819365f245e3785dc09ca0d094&oe=5FE59DFD,no,FALSE,,wearenotmartha,It’s cherry season:cherries:These delicious fruits aren’t just for dessert –try them in a fresh cherry salsa over fish tacos for a summer dish that everyone will love. Full recipe from @wearenotmartha,0,0,308,6,314,,
,,,,,,,,,,,,,,,,
CDywKpDJ9nG,albertsons,8/12/2020 14:43,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/117368923_1634601746706747_5687092469084829662_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=6D6Ju2nMtP8AX9pbZoT&tp=1&oh=d1344ebea081a2d278af099a44ab68de&oe=5FBFC86C,https://scontent-iad3-1.cdninstagram.com/v/t50.2886-16/117352191_101540068319007_1713283087201689440_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=OL8sqSi0TpAAX9p5Kut&vs=17877459535758426_3841187105&_nc_vs=HBkcFQAYJEdQX20tZ1lmMzdPaldWd0FBR0JmVi1UanpjWVhia1lMQUFBRhUAAsgBACgAGAAbABUAACa0g571jN3BPxUCKAJDMywXQDZdsi0OVgQYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&oe=5FBFCB78&oh=1c5ffb48dc1a5990a8cce1a641c0f8ec,yes,FALSE,,,"Whether school is in person or online, back to school season is upon us. Stop by your local store for all your back to school lunch needs! :nerd_face:",524,22.348,67,3,70,,
,,,,,,,,,,,,,,,,
CDwPJolJJIV,albertsons,8/11/2020 15:15,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117212279_2633470303572827_1058691280355421023_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=sLWzLfAa5bkAX9oT3Fq&tp=1&oh=227f3c2fa40dc0629035d6ac0f6c857d&oe=5FE625B4,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117212279_2633470303572827_1058691280355421023_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=sLWzLfAa5bkAX9oT3Fq&tp=1&oh=227f3c2fa40dc0629035d6ac0f6c857d&oe=5FE625B4,no,FALSE,,,"Eating right is one of the best ways to boost your immunity, and Registered Dietitian Molly has some awesome tips for how to do that! Check out our story for delicious ways to help keep illness at bay :face_savoring_food:",0,0,284,20,304,,
,,,,,,,,,,,,,,,,
CDuMROuJrFp,albertsons,8/10/2020 20:11,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117267966_305499110792151_383100917491445215_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=EjeOFCygCX0AX_2AAnL&tp=1&oh=7d3805c0a5d9bc623da62d5b214f8fd9&oe=5FE696DE,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117267966_305499110792151_383100917491445215_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=EjeOFCygCX0AX_2AAnL&tp=1&oh=7d3805c0a5d9bc623da62d5b214f8fd9&oe=5FE696DE,no,FALSE,nationalsmoresday,,How do you like your marshmallows—burnt to a crisp or golden and toasted? :fire: #NationalSmoresDay,0,0,397,59,456,,
