username,"('shortcode', 'count')","('is_video', 'sum')","('is_video', 'mean')","('is_sponsored', 'sum')","('is_sponsored', 'mean')","('caption', 'count')","('video_view_count', 'sum')","('video_view_count', 'mean')","('likes', 'sum')","('likes', 'mean')","('comments', 'sum')","('comments', 'mean')","('likes+comments', 'sum')","('likes+comments', 'mean')","('caption_num_words', 'sum')","('caption_num_words', 'mean')","('caption_unique_words', 'sum')","('caption_unique_words', 'mean')","('mention_counts', 'sum')","('mention_counts', 'mean')","('hashtag_counts', 'sum')","('hashtag_counts', 'mean')","('emoji_counts', 'sum')","('emoji_counts', 'mean')","('mentions_eco', 'sum')","('mentions_eco', 'amin')","('mentions_eco', 'amax')","('mentions_eco', 'std')","('mentions_eco', 'mean')","('mentions_eco', 'median')","('mentions_eco-friendly', 'sum')","('mentions_eco-friendly', 'amin')","('mentions_eco-friendly', 'amax')","('mentions_eco-friendly', 'std')","('mentions_eco-friendly', 'mean')","('mentions_eco-friendly', 'median')","('mentions_green', 'sum')","('mentions_green', 'amin')","('mentions_green', 'amax')","('mentions_green', 'std')","('mentions_green', 'mean')","('mentions_green', 'median')","('mentions_organic', 'sum')","('mentions_organic', 'amin')","('mentions_organic', 'amax')","('mentions_organic', 'std')","('mentions_organic', 'mean')","('mentions_organic', 'median')","('mentions_clean', 'sum')","('mentions_clean', 'amin')","('mentions_clean', 'amax')","('mentions_clean', 'std')","('mentions_clean', 'mean')","('mentions_clean', 'median')","('mentions_sustainable', 'sum')","('mentions_sustainable', 'amin')","('mentions_sustainable', 'amax')","('mentions_sustainable', 'std')","('mentions_sustainable', 'mean')","('mentions_sustainable', 'median')","('mentions_sustainability', 'sum')","('mentions_sustainability', 'amin')","('mentions_sustainability', 'amax')","('mentions_sustainability', 'std')","('mentions_sustainability', 'mean')","('mentions_sustainability', 'median')","('mentions_carbon', 'sum')","('mentions_carbon', 'amin')","('mentions_carbon', 'amax')","('mentions_carbon', 'std')","('mentions_carbon', 'mean')","('mentions_carbon', 'median')","('mentions_emissions', 'sum')","('mentions_emissions', 'amin')","('mentions_emissions', 'amax')","('mentions_emissions', 'std')","('mentions_emissions', 'mean')","('mentions_emissions', 'median')","('hashtags_eco', 'sum')","('hashtags_eco', 'amin')","('hashtags_eco', 'amax')","('hashtags_eco', 'std')","('hashtags_eco', 'mean')","('hashtags_eco', 'median')","('hashtags_eco-friendly', 'sum')","('hashtags_eco-friendly', 'amin')","('hashtags_eco-friendly', 'amax')","('hashtags_eco-friendly', 'std')","('hashtags_eco-friendly', 'mean')","('hashtags_eco-friendly', 'median')","('hashtags_green', 'sum')","('hashtags_green', 'amin')","('hashtags_green', 'amax')","('hashtags_green', 'std')","('hashtags_green', 'mean')","('hashtags_green', 'median')","('hashtags_organic', 'sum')","('hashtags_organic', 'amin')","('hashtags_organic', 'amax')","('hashtags_organic', 'std')","('hashtags_organic', 'mean')","('hashtags_organic', 'median')","('hashtags_clean', 'sum')","('hashtags_clean', 'amin')","('hashtags_clean', 'amax')","('hashtags_clean', 'std')","('hashtags_clean', 'mean')","('hashtags_clean', 'median')","('hashtags_sustainable', 'sum')","('hashtags_sustainable', 'amin')","('hashtags_sustainable', 'amax')","('hashtags_sustainable', 'std')","('hashtags_sustainable', 'mean')","('hashtags_sustainable', 'median')","('hashtags_sustainability', 'sum')","('hashtags_sustainability', 'amin')","('hashtags_sustainability', 'amax')","('hashtags_sustainability', 'std')","('hashtags_sustainability', 'mean')","('hashtags_sustainability', 'median')","('hashtags_carbon', 'sum')","('hashtags_carbon', 'amin')","('hashtags_carbon', 'amax')","('hashtags_carbon', 'std')","('hashtags_carbon', 'mean')","('hashtags_carbon', 'median')","('hashtags_emissions', 'sum')","('hashtags_emissions', 'amin')","('hashtags_emissions', 'amax')","('hashtags_emissions', 'std')","('hashtags_emissions', 'mean')","('hashtags_emissions', 'median')","('caption_eco', 'sum')","('caption_eco', 'amin')","('caption_eco', 'amax')","('caption_eco', 'std')","('caption_eco', 'mean')","('caption_eco', 'median')","('caption_eco-friendly', 'sum')","('caption_eco-friendly', 'amin')","('caption_eco-friendly', 'amax')","('caption_eco-friendly', 'std')","('caption_eco-friendly', 'mean')","('caption_eco-friendly', 'median')","('caption_green', 'sum')","('caption_green', 'amin')","('caption_green', 'amax')","('caption_green', 'std')","('caption_green', 'mean')","('caption_green', 'median')","('caption_organic', 'sum')","('caption_organic', 'amin')","('caption_organic', 'amax')","('caption_organic', 'std')","('caption_organic', 'mean')","('caption_organic', 'median')","('caption_clean', 'sum')","('caption_clean', 'amin')","('caption_clean', 'amax')","('caption_clean', 'std')","('caption_clean', 'mean')","('caption_clean', 'median')","('caption_sustainable', 'sum')","('caption_sustainable', 'amin')","('caption_sustainable', 'amax')","('caption_sustainable', 'std')","('caption_sustainable', 'mean')","('caption_sustainable', 'median')","('caption_sustainability', 'sum')","('caption_sustainability', 'amin')","('caption_sustainability', 'amax')","('caption_sustainability', 'std')","('caption_sustainability', 'mean')","('caption_sustainability', 'median')","('caption_carbon', 'sum')","('caption_carbon', 'amin')","('caption_carbon', 'amax')","('caption_carbon', 'std')","('caption_carbon', 'mean')","('caption_carbon', 'median')","('caption_emissions', 'sum')","('caption_emissions', 'amin')","('caption_emissions', 'amax')","('caption_emissions', 'std')","('caption_emissions', 'mean')","('caption_emissions', 'median')","('likely_automated', 'sum')","('likely_automated', 'std')","('likely_automated', 'mean')",company,environment_rating
johndeere,100,118,0.59,0,0.0,198,9090226,45451.13,3151536,15757.68,12264,61.32,3163800,15819.0,3138,15.69,2888,14.44,48,0.24,110,0.55,52.0,0.26262626262626265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1002483712489176,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0.4840158641862058,0.37,Deere & Company,64.0
jpmorgan,100,58,0.29,0,0.0,200,432524,2162.62,345420,1727.1,5574,27.87,350994,1754.97,6858,34.29,6180,30.9,50,0.25,302,1.51,248.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.10569992944231782,0.011235955056179777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,0.5909705840020962,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.09974842727441166,0.01,JP Morgan Chase & Co.,70.0
kelloggsus,100,84,0.42,0,0.0,200,384090,1920.45,149166,745.83,17842,89.21,167008,835.04,4904,24.52,4560,22.8,242,1.21,238,1.19,38.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1182565724236352,0.014084507042253518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.17101529509309654,0.03,0.0,2.0,0.0,1.0,0.09974842727441167,0.01,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.17101529509309651,0.03,Kellogg Company,67.0
kraftheinzus,67,28,0.20895522388059698,0,0.0,134,23068,172.1492537313433,14366,107.2089552238806,470,3.5074626865671643,14836,110.71641791044777,5396,40.2686567164179,4900,36.56716417910447,78,0.582089552238806,1010,7.537313432835821,74.0,0.5522388059701493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.3226215207782818,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,0.4295242466291915,0.1044776119402985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.12170929415494244,0.01492537313432836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.2434185883098849,0.02985074626865672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.12170929415494244,0.01492537313432836,H. J. Heinz Company,36.0
krogerco,100,120,0.6,0,0.0,200,975062,4875.31,76572,382.86,7190,35.95,83762,418.81,7034,35.17,6128,30.64,142,0.71,62,0.31,104.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.2614685776368821,0.03448275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441163,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.19645092217681395,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,0.500853542821436,0.52,Kroger Co.,67.0
landolakesinc,100,46,0.23,0,0.0,200,18118,90.59,16686,83.43,250,1.25,16936,84.68,9434,47.17,8110,40.55,104,0.52,586,2.93,84.0,0.42,4.0,0.0,1.0,0.2515488742932317,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.11909214652022808,0.014285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.37823629215475935,0.17142857142857146,0.0,28.0,0.0,1.0,0.4014362703302862,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.2868999090082545,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0,0.6199367774541215,0.24,0.0,34.0,0.0,1.0,0.3765754177135448,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Land O'Lakes,19.0
libertymutual,100,6,0.03,0,0.0,200,8710,43.55,17636,88.18,2788,13.94,20424,102.12,4242,21.21,3966,19.83,4,0.02,34,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.3371473590413289,0.13,Liberty Mutual Group,40.0
lithiamotors,17,12,0.35294117647058826,0,0.0,34,1526,44.88235294117647,1028,30.235294117647058,124,3.647058823529412,1152,33.882352941176464,1060,31.176470588235286,906,26.64705882352941,4,0.1176470588235294,82,2.411764705882353,2.0,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.3457459036417604,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.32703497008386423,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2388325736106129,0.05882352941176471,"Lithia Motors, Inc.",55.0
lockheedmartin,100,46,0.23,0,0.0,200,3449928,17249.64,3398822,16994.11,23710,118.55,3422532,17112.66,6302,31.51,5640,28.2,166,0.83,492,2.46,64.0,0.32,2.0,0.0,1.0,0.13670490118859938,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.20187909578199248,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.21849186132974546,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441163,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0.4549007291342081,0.29,Lockheed Martin Corporation,67.0
loweshomeimprovement,100,68,0.34,0,0.0,200,3255850,16279.25,651536,3257.68,15990,79.95,667526,3337.63,10078,50.39,8508,42.54,188,0.94,914,4.57,112.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,0.4357861149415345,0.25274725274725274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,2.0,0.593431381054373,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.19645092217681392,0.04,"Lowe's Companies, Inc.",65.0
macys,90,24,0.13333333333333333,0,0.0,180,578006,3211.144444444445,529338,2940.766666666667,10160,56.444444444444436,539498,2997.2111111111108,3952,21.95555555555556,3728,20.711111111111116,64,0.3555555555555556,38,0.2111111111111111,108.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.35252040984095995,0.14444444444444446,"Macy's, Inc.",59.0
marriottintl,100,8,0.04,0,0.0,200,121462,607.31,252778,1263.89,3566,17.83,256344,1281.72,6556,32.78,5724,28.62,362,1.81,138,0.69,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.31367492695303995,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.2380827946018509,0.06,"Marriott International, Inc.",63.0
mattel,77,34,0.2207792207792208,0,0.0,154,236774,1537.4935064935064,396562,2575.0779220779223,19006,123.41558441558443,415568,2698.4935064935066,3476,22.57142857142857,3274,21.259740259740262,70,0.4545454545454545,190,1.2337662337662338,92.0,0.5974025974025974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.15957672558078226,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0.4744557145911776,0.3376623376623377,"Mattel, Inc.",59.0
mcdonalds,100,62,0.31,0,0.0,200,14565108,72825.54,8715694,43578.47,249970,1249.85,8965664,44828.32,4204,21.02,3816,19.08,98,0.49,74,0.37,206.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.3579674615346874,0.15,McDonald's Corporation,72.0
