company,environment_rating,environment_percentage,united_states,europe,asia,ln_Sales,Profits,ln_assets,ln_marketvalue,ln_posts_per_year,ln_posts_per_day,has_location,bin_captions_per_year,bin_is_sponsored,ln_likes,ln_comments,bin_mention_counts,ln_hashtag_counts,ln_emoji_counts,total_green_mentions,total_green_hashtags,total_green_caption,total_green,is_video_green_diff,is_sponsored_green_diff,video_length_green_diff,likes_green_diff,comments_green_diff,caption_num_words_green_diff,caption_unique_words_green_diff,mention_counts_green_diff,hashtag_counts_green_diff,emoji_counts_green_diff
Air Canada,55,58,0,0,0,4.9811378233072325,11.124,5.370963556532891,3.6640743351949654,5.231108616854587,0.4373981549711735,0.23655914,1,0,9.024817567652706,4.905832169733702,2,1.0145291714107847,1.1728482609151845,0.0,0.0,0.102150537,0.102150537,0.091176471,0.0,10.87032721,443.3786765,21.66323529,12.01102941,10.65661765,0.330882353,-0.282352941,-0.936764706
Akbank,51,49,0,0,1,4.425205848767815,11.703,6.5041833776265845,3.802654468372781,4.762173934797756,0.29429731167819245,0.0,0,0,7.261249307268616,3.933345774957727,1,0.7476680196669336,0.017544309607431332,0.0,0.0,0.0,0.0,-0.10526315800000001,0.0,-11.25092105,-653.2982456,-23.48245614,-19.00877193,-17.43859649,-0.078947368,-0.114035088,-0.017857143
Al Rajhi Bank,53,53,0,0,1,3.995996439204325,27.855,6.932330811548178,5.944975483375027,2.6390573296152584,0.037631068606851406,0.0,1,0,5.24052526797232,3.856672910393762,1,0.7308875085798294,1.1239300966773995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All Nippon Airways,68,87,0,0,1,5.207188433136935,2.544,5.472900727246869,4.290185431008302,1.791759469228055,0.014641550449343343,0.4,1,0,8.867455619049425,3.8628327612373745,1,1.0296194171811581,0.8754687373538999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allergan,61,74,0,1,0,5.086917092253414,-52.71,6.854343953676179,6.4254361240137525,3.7376696182833684,0.11417114551629702,0.0,1,0,5.7090531134048685,1.8995560396436164,0,0.34687094360073223,0.34687094360073223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allianz,76,98,0,1,0,7.110745101371203,88.57700000000001,9.378928049315496,6.648414439356039,4.2626798770413155,0.1877150490633294,0.157142857,1,0,8.954206799192237,3.06272314257067,2,1.6757605553919108,1.3499267169119786,0.0,0.085714286,0.35714285600000006,0.44285714200000004,-0.143518519,0.0,-5.393907407,18872.11574,-3.173611111,24.4212963,12.55324074,1.046296296,2.5532407409999998,0.185185185
Almarai,68,88,0,0,1,3.6893793291555874,4.955,4.4785860338786385,4.880982085869385,5.556828061699537,0.5659170060674282,0.0,0,0,6.725368603828028,3.8902370172193983,1,0.9587857448063198,0.22547546069887797,0.0,0.0,0.0,0.0,-0.35019455299999996,0.0,-5.8664863810000005,-411.87548639999994,-23.01167315,-8.120622568,-8.019455253,0.0,-0.610894942,0.75
Altice USA,51,48,1,0,0,4.5966338549658055,1.631,5.860472784035469,5.052416828111211,3.4965075614664802,0.09020195501135153,0.0,1,0,4.035346221460145,2.91269028085186,2,0.7683706017975328,0.46608972992459924,0.0,0.03125,0.21875,0.25,-0.48,0.0,-40.3292,-7.8514285710000005,5.514285714,20.38857143,13.62857143,2.188571429,-0.2,0.702857143
American Express,71,93,1,0,0,6.150325544522212,55.38,7.5291916119880815,6.6006049233349575,5.14166355650266,0.4064479090011137,0.041176471,1,0,6.899574851537468,3.835396026223117,2,0.8680886299822032,0.03468555832879904,0.029411765000000003,0.017647059,0.11764705900000004,0.16470588300000005,0.18666666699999998,0.0,7.50063,-217.2066667,19.93333333,24.25666667,17.25666667,0.19,0.36,-0.04
Anheuser-Busch InBev,51,49,0,1,0,6.261777902898582,91.435,7.776446937057009,6.802161402764519,4.912654885736052,0.33520721396019587,0.037037037,1,0,5.977328059142653,1.6891386813455487,2,0.9353668788768295,0.265209216826995,0.0,0.0074074069999999995,0.36296296299999997,0.37037036999999995,-0.00802139,0.0,6.401384135,53.75490196,1.6969696969999999,16.2254902,10.83600713,0.12566844900000002,0.598039216,-0.12121212099999999
Apple,76,97,1,0,0,7.892870334806572,572.15,8.07246736935477,9.46157835289062,4.867534450455582,0.32246818821027334,0.565891473,1,0,12.617991123448869,7.661100177542166,2,1.0009738192665867,0.007722046109294879,0.015503876000000002,0.0,0.062015504,0.07751938,0.11512605,0.0,-3.0499731089999997,-21381.5563,-294.1991597,29.00084034,20.60504202,-0.021848739,0.085714286,-0.008403361
Aptiv,75,97,0,1,0,4.973763819320351,9.9,4.909635626474218,5.184588601219693,3.4339872044851463,0.08479653645682494,0.233333333,1,0,5.5613224514155,1.2716314528932087,1,1.1735135967381347,0.15415068011297248,0.0,0.0,0.066666667,0.066666667,0.365384615,0.0,1.376134615,-67.11538462,-0.076923077,-2.096153846,-0.634615385,0.0,-0.269230769,-0.192307692
Arab Bank,57,64,0,0,1,3.1851121947153915,5.974,5.919834272156654,3.7736800558064014,3.828641396489095,0.124642445355714,0.088888889,1,0,6.604004045551382,0.7041970166366401,1,1.1349799328032704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ArcelorMittal,62,75,0,1,0,6.560266583395092,-24.823,6.78001281243118,4.717337482858839,4.5217885770490405,0.2377851011722741,0.0,1,0,7.069593757525662,2.904315602945933,1,1.3917738268899806,0.06385147204838852,0.0,0.010989011000000002,0.230769231,0.24175824199999998,0.148333333,0.0,2.8631075,-778.0291667,-6.676666667,17.63666667,11.68416667,0.009166667,0.049166667000000004,-0.004166667
Asian Paints,68,88,0,0,1,3.410487428569248,3.8569999999999998,3.188416617383492,5.41969393771455,2.9444389791664403,0.051735674273138466,0.0,1,0,9.458180872261606,2.503255788274379,1,2.1068405158409234,0.0,0.0,1.5555555559999998,1.7222222219999999,3.277777778,0.46666666700000003,0.0,24.45773333,-4496.133333,-1.333333333,5.4,7.733333332999999,0.0,-0.133333333,0.0
Atlassian,45,31,0,1,0,2.7186603802142257,-2.47,3.5843519247600018,5.947016193622247,3.9512437185814275,0.14014663185093415,0.156862745,1,0,5.700968060238126,2.163998929714656,2,1.830225750112455,0.522521663645461,0.0,0.0,0.078431373,0.078431373,-0.10416666699999999,0.0,-3.7061875,21.79166667,-0.75,-18.1875,-10.3125,0.1875,-3.4375,0.333333333
AutoZone,56,60,1,0,0,4.802216138180428,16.208,4.8647613782733465,5.477592621405586,4.3694478524670215,0.20708611476367494,0.0,1,0,5.671250453366206,3.0524276173880165,1,0.8306769792070291,0.15415068011297248,0.0,0.0,0.038461539,0.038461539,0.184210526,0.0,-1.7898552630000002,-90.72368421,-17.61842105,17.32894737,13.94736842,-0.10526315800000001,0.21052631600000002,-0.17105263199999998
Aviva,77,98,0,1,0,6.798420208568899,32.071999999999996,8.688071186375687,4.79231343306126,3.784189633918261,0.11942050138842866,0.790697674,0,1,7.084733126057186,4.0030958907484635,2,1.1291490125883417,0.49643688640084765,0.0,0.0,0.11904761999999999,0.11904761999999999,0.09473684199999999,0.2,-4.957431579,0.9,-13.99473684,79.91578947,58.00526316,0.40526315799999996,-0.557894737,-0.502702703
Avnet,67,86,1,0,0,5.207078886113766,-1.135,4.405498990859024,3.4330189939851112,3.4339872044851463,0.08479653645682494,0.0,1,0,4.65618010657908,0.9808292531367262,1,1.203972804225936,0.0,0.0,0.0,0.133333333,0.133333333,-0.185185185,0.0,-8.197148148,7.8888888889999995,0.740740741,30.25925926,22.25925926,-0.111111111,-1.4814814809999999,0.0
Axis Bank,62,75,0,0,1,4.735408662911821,2.6310000000000002,7.112743006275003,5.1243210585000725,4.31748811353631,0.1974474859534638,0.0,0,0,7.917841530687589,4.302785970204772,1,0.9376819218343085,0.0,0.0,0.0,0.014492753999999998,0.014492753999999998,0.06428571400000001,0.0,11.2053,-1572.592857,1.6857142859999998,-11.67857143,-8.328571429,-0.085714286,-0.585714286,0.0
BJ's Wholesale Club,56,61,1,0,0,4.889672207433241,1.8719999999999999,3.983413001514819,3.6192613872330663,5.438079308923196,0.5161213112280251,0.0,1,1,5.202037284240308,2.3297243851433738,1,0.9413028161597171,0.34393031942383484,0.004366812,0.004366812,0.148471615,0.157205239,-0.062144054000000004,0.09447236199999999,-1.333539866,-6.5691792289999995,-3.538693467,60.20083752,37.25745394,-0.010050251,0.157286432,-0.05041876
BMW Group,77,98,0,1,0,7.0625086343068855,55.011,7.906057241255439,5.9669412951752845,5.476463551931511,0.5318421592714968,0.06302521,0,0,7.527581507914136,2.6432502079171356,2,1.7348481825555546,0.17738675650457283,0.0,0.37815126,1.455696203,1.8338474630000001,0.056174957000000005,0.0,-18.48005089,-292.3097484,-3.431961121,76.57232704,45.68653516,-0.050600343,0.013865066,-0.044805195
BNP Paribas,75,96,0,1,0,7.155607052520985,86.686,10.098227514093836,5.974191218437525,4.406719247264253,0.21425460381839234,0.580246914,1,0,4.598853984417568,1.2002622248327461,2,2.2901625730079886,1.0082282272944352,0.0,0.09876543199999999,0.395061728,0.49382716,-0.166666667,0.0,-58.71885088,7.111842105,0.31359649100000003,25.96710526,12.42763158,-0.28070175399999997,-0.120614035,-0.401315789
Bajaj Finserv,64,81,0,0,1,4.26507138131118,5.699,5.812905901674555,4.69162307371829,4.584967478670572,0.2516421358011529,0.0,1,0,4.7236402709054035,2.98484851726982,1,2.1681696572613975,0.079249371835093,0.0,0.154639175,0.216494845,0.37113401999999995,-0.18488529,0.0,-44.33703171,38.68421053,10.67611336,6.775303644,4.50877193,-0.08974359,0.320512821,0.028340081
Ball,68,88,1,0,0,4.749789875598035,5.66,5.162497643405501,5.369148547308628,3.1354942159291497,0.06287785080007602,0.22727272699999998,1,1,10.581118383751766,6.254615215548028,2,1.157452788748186,1.252762968495368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Banco do Brasil,71,92,0,0,0,6.043321432648199,37.814,8.187555148402998,4.9954539721005915,5.583496308781699,0.5775740902993978,0.0,0,0,7.1762314514755605,5.136353221952184,1,1.2457302102365113,0.3375539028378999,0.0,0.011320755,0.13636363599999998,0.14768439099999997,0.038358368999999996,0.0,-1.5564684819999999,1509.496513,4.797478541,4.716335837,2.488331545,-0.068669528,0.38331545100000003,-0.243534483
Bank Audi,57,63,0,0,1,3.6328380632303117,4.93,6.1658799323308395,2.1564025828159643,1.791759469228055,0.014641550449343343,0.0,1,0,5.562986664690745,3.126760535960395,1,0.6931471805599453,0.0,0.0,0.0,0.2,0.2,-0.5,0.0,-10.43325,95.5,-16.0,18.75,19.5,0.0,0.0,0.0
Bank Mandiri,62,76,0,0,1,4.469235908747258,19.434,6.857261664765151,4.948192353473037,5.84354441703136,0.7004947524202079,0.0,1,0,7.231861083362203,4.727567880376372,2,1.1569543255646526,0.04268073095889155,0.0,0.0029069770000000003,0.00872093,0.011627907,-0.209286899,0.0,-3.9629933669999997,89.09286899,13.89883914,7.537313433,6.376119403,-0.128358209,-0.527363184,-0.044776119
Bank Negara Indonesia,61,73,0,0,1,4.0033251638349325,10.879000000000001,6.413655659131733,3.9589065913269965,6.366470447731438,0.9983735627419834,0.015490533999999999,1,0,7.919283585843133,4.789798317259351,2,1.58891902187062,0.055244171234970586,0.0,0.0,0.018932874,0.018932874,-0.124004425,0.0,-9.793421792,8335.305863,32.81404867,3.184845133,2.913495575,0.065929204,0.040154867000000004,-0.05840708
Bank Pekao,53,53,0,1,0,3.293612170982218,5.638999999999999,6.287579710878014,3.5248888540047054,2.1972245773362196,0.023324672508771956,0.0,1,0,4.156928048523868,0.6931471805599453,1,1.4759065198095778,0.8109302162163288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank of America,73,95,1,0,0,7.022556094459315,241.29,10.173535300223813,7.6437032948647765,4.330733340286331,0.19986586640138582,0.0,1,0,6.554882621040582,4.5685062016165,2,0.8415671856782188,0.4361020777855714,0.026666667,0.026666667,0.30666666699999995,0.36000000099999996,-0.014619883,0.0,-0.8242660820000001,115.35087720000001,19.86842105,-2.4590643269999997,-1.020467836,0.134502924,-0.055555556,0.08479532199999999
Bank of Baroda,55,59,0,0,1,4.804676567536147,-0.5,7.373769711954345,3.44265917146975,6.150602768446279,0.8673235606999075,0.008547009,1,0,7.871059261630732,2.748940569604911,1,1.2503179793725585,0.006389797691127592,0.0,0.044871795,0.053418801999999994,0.098290597,-0.016092124,0.0,-10.87175596,-1376.1394400000001,3.440540341,4.924854211,3.415147265,-0.008931867,-0.21539824300000002,-0.006864989
Bank of India,53,53,0,0,1,4.2759714333333765,1.089,6.7940377180728175,2.794839331174601,7.065613363597717,1.4932023514708976,0.0,1,0,8.004943192042111,3.2351192516003286,1,1.6215016048024637,0.04919708136739828,0.0,0.063247863,0.044444445,0.107692308,0.169360307,0.0,6.711240365,-1339.204283,-12.6150825,1.162861664,1.5424672240000001,-0.006216094,1.208549955,0.029300407
Bank of Ireland,57,63,0,1,0,4.277776613300082,4.32,7.300736115185135,3.1219242987917504,4.61512051684126,0.2584993058974545,0.27,1,1,3.9899095440852173,0.7419373447293773,2,0.9122827104766164,0.20701416938432612,0.0,0.0,0.08,0.08,-0.252298264,0.057201225999999994,-52.51581103,32.42594484,0.09193054099999999,8.837589377,6.587334014,-0.041879469,0.981613892,0.150153218
Bankinter,70,91,0,1,0,3.3024814087229974,6.162999999999999,6.84683686401272,3.6389010843076948,4.68213122712422,0.27431884441988286,0.009345794000000001,1,0,6.043054526467693,6.180751663383912,2,1.8938435953286763,1.3457643799491703,0.0,0.056074766,0.420560748,0.476635514,-0.16180371400000002,0.0,-16.30212423,-343.7126437,-598.5424403,-4.568965517,-4.32979664,-0.725906278,-1.546861185,-0.444297082
Banque Saudi Fransi,55,57,0,0,1,3.2607852279454104,8.863999999999999,6.165207748127065,4.603969465411573,6.093569770045136,0.8345750423465597,0.0,0,0,4.067168665127293,1.4708517490398456,1,0.8114328552055177,0.45198512347033,0.0,0.0,0.0430839,0.0430839,0.032232704,0.0,3.1371231660000003,17.37159329,0.84827044,8.973008386,8.469077568,0.015461216000000002,0.259433962,0.157210402
Barclays,72,94,0,1,0,5.665734407018671,25.754,9.793089369110962,5.448201816085329,5.700443573390687,0.6307695480865326,0.8557046979999999,0,0,6.012689047621985,2.8232945960984206,2,0.7031639587103933,0.7930692058015573,0.0,0.0,0.003389831,0.003389831,-0.075601375,0.0,-2.0647525769999997,-98.31860579,3.975454099,1.140402553,0.7034855179999999,0.003927344,-0.020618557,0.5163690479999999
Basler Kantonalbank,61,74,0,1,0,2.0412203288596382,1.125,6.139561224099281,1.5390154481375546,4.499809670330265,0.23312308807751472,0.46067415700000003,1,0,4.232476778038704,1.8464178818155643,2,2.232789331098263,1.2217906476526634,0.0,0.02247191,0.011235955,0.033707865000000004,0.457364341,0.0,24.72029845,-28.51550388,-4.833333333,-14.887596900000002,-10.47286822,-0.639534884,-0.682170543,-1.786821705
Bayer,60,70,0,1,0,6.214508093421858,48.251000000000005,7.228214270947855,6.474106722399684,5.958424693029782,0.7601715475459486,0.455958549,0,1,12.428164441944054,6.670703932587981,2,1.6334984536997164,0.9535114444358445,0.0,0.0,0.023376624,0.023376624,-0.019625603999999998,-0.032608696,-8.855129227,-22860.80284,-314.44746380000004,5.054045894,4.399154589,-0.09541062800000001,0.047101449000000004,0.075386013
Best Buy,72,94,1,0,0,6.080802382460177,15.41,5.055672392570977,5.2911920416054485,3.9512437185814275,0.14014663185093415,0.0,1,0,6.64967008157463,5.04683485714229,1,0.7125652662824314,0.03846628056364504,0.0,0.0,0.019607843,0.019607843,0.030612245,0.0,554.8633469,-150.4285714,75.94897959,7.734693878,6.306122449,-0.081632653,-0.040816327,-0.040816327
BlackRock,64,80,1,0,0,5.021443342812848,42.29,7.43083748305353,6.658768140460322,4.007333185232471,0.14780950414529953,0.20370370399999999,1,0,6.346253454422261,1.989901718362164,2,1.4359659709876127,0.4418327525647536,0.0,0.055555556,0.296296297,0.351851853,-0.048625793,0.0,-3.3503276960000004,-88.80549683,-1.194503171,13.01057082,8.109936575,-0.209302326,-0.48414376299999995,1.014799154
Boeing,69,89,1,0,0,6.560408124208621,-34.14,7.266652751273966,6.6806162563924385,3.8501476017100584,0.12724322660863274,0.10869565199999999,1,0,10.77006908941136,5.842283382841568,0,0.8808888047151311,0.08338160917905099,0.0,0.083333333,0.217391303,0.300724636,-0.083333333,0.0,-7.8184722220000005,-11607.85,-177.82222219999997,2.161111111,2.377777778,-0.04444444400000001,-0.4,-0.111111111
Bombardier,51,49,0,0,0,5.066385309200747,-17.875,5.524336778607711,2.2617630984737906,5.081404364984463,0.386605988248824,0.0,1,0,8.707663746416307,3.295836866004329,1,2.484385680773873,0.2527023535557542,0.0,0.00625,0.1,0.10625000000000001,-0.14,0.0,-6.585653333,1053.66,1.92,11.96666667,8.82,0.046666667,-0.953333333,0.013333333000000001
Bouygues,70,90,0,1,0,6.053311950434062,13.252,6.093005276662943,4.770345583947075,4.51085950651685,0.23545681181330097,0.966666667,1,0,5.9440234725952275,2.7808875248478646,2,1.928295602386641,0.9118363815694177,0.111111111,0.0,0.566666667,0.677777778,-0.246889,0.0,-1.136260826,100.25286209999999,3.428571429,20.46739671,15.70134395,0.487804878,-3.9417620710000003,1.1179691390000002
Braskem,53,52,0,0,0,4.895149617488555,-6.726,5.137913845055013,3.4685444551217657,3.4965075614664802,0.09020195501135153,0.03125,1,0,6.655520784713156,3.834061463958434,2,0.7969439742415889,0.08961215868968714,0.0,0.0,0.28125,0.28125,-0.166666667,0.0,-22.86316667,0.7435897440000001,-1.128205128,27.83333333,14.98717949,0.46153846200000004,-0.269230769,-0.115384615
Bridgestone,66,85,0,0,1,5.782038972621969,26.840999999999998,5.897565870663924,5.338931339433292,4.6913478822291435,0.27655848738748107,0.685185185,1,0,4.2531141878477206,0.8109302162163288,1,1.192799503637923,0.04525659130493499,0.0,0.0,0.129629629,0.129629629,0.226443769,0.0,9.361115502,-2.998480243,-0.451367781,-13.89361702,-10.39361702,-0.053191489,2.039513678,-0.053191489
Bristol-Myers Squibb,69,90,1,0,0,5.5700605876983085,34.39,7.1704579477229045,7.22751724489733,4.672828834461906,0.27207417495208214,0.0,1,0,5.362000569192511,1.5748855308766594,1,1.1142132290053262,0.0639487247418663,0.0,0.009433961999999999,0.047169811,0.056603772999999996,0.054982817999999996,0.0,8.889735395,-24.20618557,1.035509737,3.52233677,3.879725086,-0.041237113,-0.294387171,0.17067583
Brown-Forman,61,73,1,0,0,3.5499047018233476,8.58,4.0285608216760975,5.698434868329605,5.43372200355424,0.514359196537778,0.671052632,1,0,4.9811402326698895,1.1650678308336413,2,0.7792443969570774,0.013072081827093006,0.0,0.01754386,0.131578948,0.149122808,-0.146230008,0.0,-5.9646614620000005,28.36329018,0.201447068,15.96686976,11.77951257,0.038842346,0.404798172,-0.014851485
CVS Health,71,92,1,0,0,7.85110070957219,66.29,7.715988528317206,6.690332830902535,4.663439094112067,0.26982445484231504,0.0,1,0,4.341576594798045,1.485924202057956,1,1.0663514265318554,0.09097177798833542,0.0,0.019047619,0.10476190499999999,0.12380952399999999,-0.174081238,0.0,22.92225725,-0.6208897489999999,-0.46808510600000003,-3.02417795,-2.62959381,0.037717602,1.020309478,-0.106382979
Caesars Entertainment,62,75,1,0,0,4.482098188398097,-11.95,5.539104353034841,4.205736850111646,4.59511985013459,0.2539330879302428,0.387755102,0,0,5.8923204969056115,2.7348974514430338,2,0.9324854179788746,0.42250129534181335,0.010204082,0.020408164,0.030927835,0.061540080999999996,-0.265957447,0.0,-11.80010638,-29.70744681,-7.984042552999999,36.2393617,21.76595745,-0.569148936,-0.303191489,-0.287634409
Caltex Australia,54,57,0,0,0,5.038898759369115,2.66,4.088996955895506,3.7314599016490546,4.990432586778736,0.3581487835034247,0.0,1,0,5.954541193003384,1.4668638003536913,2,1.228999473991078,0.8570350358511086,0.0,0.0,0.034246575,0.034246575,0.35869565200000003,0.0,3.389105072,-373.72826089999995,-2.338768116,15.79528986,13.46557971,0.222826087,0.880434783,-0.244565217
Campbell Soup,66,85,1,0,0,4.431173877940127,5.08,4.766778701184505,5.022629738944624,4.465908118654584,0.22608906183573121,0.0,1,0,4.430539905630973,1.04282092892494,1,1.5859074149762873,0.22778393048182313,0.023255814,0.104651163,0.197674419,0.325581396,-0.002107482,0.0,0.070825079,-19.72813488,-1.1675447840000002,0.9673340359999999,1.304531085,-0.054794521,-0.497365648,0.332982086
Canadian Tire,68,87,0,0,0,4.705377446405117,5.8660000000000005,5.020717629437768,3.7914360424390283,4.248495242049359,0.18526706701635856,0.0,0,0,6.110084591485924,3.237825573664928,2,0.8347976975852363,0.2113090939529213,0.0,0.014492753999999998,0.117647058,0.132139812,-0.30952381,0.0,-6.233857143,-82.37301587,-12.75396825,32.19047619,22.35714286,0.571428571,0.579365079,0.10752688199999999
Canon,71,92,0,0,1,5.80099992537156,11.475999999999999,6.086251862970049,5.430529138856541,6.683360945766275,1.2101483864043865,0.320802005,1,0,9.693322541304013,4.364805259505656,2,1.1180544729079198,0.35403989624795684,0.010025063,0.0,0.147869675,0.157894738,-0.067073836,0.0,-12.85055279,-344.9862035,-6.997546079,59.1303032,36.96673574,0.31475624399999996,-0.10055622199999999,-0.08735958099999999
CapitaLand,75,97,0,0,1,3.9333930311643384,15.657,6.419017251680151,4.6886837862159085,4.330733340286331,0.19986586640138582,0.133333333,1,0,4.7065226805495834,2.213389514226018,2,2.66907834610117,1.327958784018588,0.04,0.253333334,0.533333333,0.826666667,-0.08528428099999999,0.0,3.7169933110000004,18.66638796,-10.24498328,6.990802676,1.8403010030000002,0.9389632109999999,1.579431438,0.13879598699999998
CarMax,52,51,1,0,0,5.319099905730565,8.884,5.366069468598855,4.79363947336828,3.4657359027997265,0.08750289850646861,0.0,1,0,5.398600497978588,2.8004235210371466,1,1.1093075779444321,0.03174869878333025,0.0,0.0,0.09677419400000001,0.09677419400000001,-0.051724137999999996,0.0,-5.645758621000001,-94.70689655,-6.362068966,-6.948275862000001,-5.810344828,-0.034482759,-1.103448276,-0.034482759
Carlsberg,51,49,0,1,0,4.603067977896221,9.847999999999999,5.225477820371079,5.204171508657807,2.772588722239781,0.04329680612620561,0.0,1,1,7.207711712309306,3.205452804671195,1,1.3694872427187637,0.06453852145007119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,51,49,1,0,0,5.3490580082512205,18.73,6.15364717006105,4.698933715800255,5.0238805208462765,0.3684052839915689,0.099337748,1,0,8.993730890681075,5.725228558906815,1,1.1290494209224955,0.5200544300264469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carrefour,51,49,0,1,0,6.722425201123727,12.636,6.347826942208415,4.778450998129897,5.2832037287379885,0.4562666392333133,0.0,1,0,8.609633766203254,6.758183386191916,1,0.8852001449051766,0.48393672380123204,0.0,0.0,0.076530612,0.076530612,-0.148564295,0.0,-16.72696504,5457.69975,5151.338951,52.39263421,31.93133583,-0.011235955,0.879525593,0.232209738
